timestamp,hostname,os_name,interval_seconds,cpu_percent,memory_percent,swap_percent,process_count,user_process_count,new_process_count,thread_count,open_file_count,connection_count,established_count,listen_count,remote_ip_count,remote_port_count,uncommon_remote_port_count,bytes_sent_per_sec,bytes_recv_per_sec,packets_sent_per_sec,packets_recv_per_sec
1784427634.823772,Maxim9012,Windows,5.0,25.2,64.5,0.9,299,148,6,5092,3081,207,88,53,43,40,38,28129.8,45224.8,129.8,145.6
1784427661.2029343,Maxim9012,Windows,5.0,20.1,63.1,0.9,293,142,0,4982,3017,215,88,53,43,40,38,17494.2,50789.2,133.8,154.8
1784427687.1697402,Maxim9012,Windows,5.0,23.4,64.6,0.9,299,148,6,5123,3081,215,87,53,45,40,38,12384.8,50476.6,109.8,143.2
1784427713.7475188,Maxim9012,Windows,5.0,21.2,64.2,0.9,293,142,0,5018,3017,215,87,53,44,40,38,10068.4,33529.6,99.2,118.8
1784427739.2672966,Maxim9012,Windows,5.0,18.9,63.3,0.9,294,142,1,5024,3027,218,90,53,47,40,38,14930.6,36821.2,117.2,133.0
1784427765.321178,Maxim9012,Windows,5.0,23.4,64.8,0.9,295,143,1,5045,3037,214,87,53,45,40,38,10124.0,36007.0,98.0,121.8
1784427791.1985314,Maxim9012,Windows,5.0,20.0,63.5,0.9,294,142,0,5008,3018,207,87,53,44,40,38,12068.0,35062.0,107.2,126.4
1784427817.2047992,Maxim9012,Windows,5.0,23.3,64.9,0.9,298,146,4,5087,3064,204,86,53,41,40,38,12244.6,36205.0,106.0,127.4
1784427843.4340024,Maxim9012,Windows,5.0,20.1,63.5,0.9,294,142,0,4987,3018,205,87,53,41,40,38,11893.6,53313.0,105.6,137.2
1784427869.1447475,Maxim9012,Windows,5.0,22.9,65.4,0.9,305,152,12,5263,3096,207,88,53,43,40,38,14552.0,37408.2,117.6,137.4
1784427896.4152822,Maxim9012,Windows,5.0,21.4,65.3,0.9,297,144,0,5125,3023,207,83,53,40,40,38,14857.6,51216.0,128.4,151.2
1784427922.6242816,Maxim9012,Windows,5.0,23.1,61.0,1.0,296,143,0,5111,3028,215,88,53,40,42,40,27558.4,72178.4,158.4,188.2
1784427948.7943497,Maxim9012,Windows,5.0,23.1,62.2,1.0,295,142,0,5078,3028,215,89,53,40,42,40,13803.6,32306.2,99.2,117.4
1784427974.5049038,Maxim9012,Windows,5.0,19.7,61.0,1.0,295,142,0,5000,3018,215,89,53,40,42,40,13537.6,38379.2,108.2,133.8
1784428000.4704304,Maxim9012,Windows,5.0,23.8,62.2,1.0,297,144,2,5035,3046,207,86,53,39,42,40,13178.4,37047.8,110.2,137.2
1784428026.5634403,Maxim9012,Windows,5.0,20.4,61.0,1.0,295,142,0,5010,3018,203,85,53,38,40,38,10840.8,32956.2,99.8,113.0
1784428052.1835666,Maxim9012,Windows,5.0,22.8,62.0,1.0,301,147,6,5117,3073,206,87,53,40,40,38,12830.0,34746.6,110.6,130.6
