timestamp,hostname,os_name,interval_seconds,cpu_percent,memory_percent,swap_percent,process_count,user_process_count,new_process_count,thread_count,open_file_count,connection_count,established_count,listen_count,remote_ip_count,remote_port_count,uncommon_remote_port_count,bytes_sent_per_sec,bytes_recv_per_sec,packets_sent_per_sec,packets_recv_per_sec
1784444588.836348,Maxim9012,Windows,5.0,19.6,59.5,1.1,299,142,2,5107,3019,218,92,53,45,45,42,12052.0,39161.2,104.2,126.2
1784444614.9976184,Maxim9012,Windows,5.0,23.6,60.9,1.1,304,147,5,5169,3074,217,90,53,44,45,42,9378.8,33773.6,94.2,118.2
1784444641.5263574,Maxim9012,Windows,5.0,20.2,59.5,1.1,298,142,0,5076,3019,216,91,53,44,44,41,11629.6,36007.8,99.2,120.4
1784444667.3663573,Maxim9012,Windows,5.0,21.4,59.1,1.1,304,149,7,5199,3092,214,91,53,43,43,40,11494.4,38168.4,103.8,125.2
1784444694.6671424,Maxim9012,Windows,5.0,24.9,60.1,1.1,295,142,0,4999,3019,211,83,53,42,41,38,10603.0,37107.8,99.0,124.0
1784444720.442681,Maxim9012,Windows,5.0,19.3,58.5,1.1,295,142,0,5002,3029,211,83,53,43,41,38,26596.4,70688.0,151.6,191.6
1784444746.739829,Maxim9012,Windows,5.0,25.0,59.8,1.1,294,143,1,5008,3038,211,84,53,42,41,38,12066.2,35848.2,97.4,125.0
1784444772.6293411,Maxim9012,Windows,5.0,20.3,58.5,1.1,293,142,0,4983,3019,209,84,53,42,41,38,13032.2,37190.6,104.0,126.2
1784444798.8247278,Maxim9012,Windows,5.0,22.9,59.8,1.1,297,146,4,5062,3065,209,85,53,43,41,38,9983.2,34379.0,92.4,118.0
1784444825.1775086,Maxim9012,Windows,5.0,20.3,58.6,1.1,293,142,0,4978,3019,205,86,53,40,41,38,11732.4,33387.0,98.8,119.4
1784444850.8154817,Maxim9012,Windows,5.0,23.0,60.7,1.1,299,147,6,5098,3074,205,86,53,40,41,38,10917.4,35931.4,96.4,123.8
1784444877.2540946,Maxim9012,Windows,5.0,20.1,59.5,1.1,294,142,0,4996,3019,208,88,53,42,41,38,10957.6,35082.8,96.4,117.4
1784444903.0886679,Maxim9012,Windows,5.0,21.0,58.3,1.1,294,142,0,5009,3029,207,86,53,41,42,39,12817.6,42389.2,105.4,135.0
1784444929.2819679,Maxim9012,Windows,5.0,23.9,59.5,1.1,297,146,4,5094,3065,210,87,53,42,42,39,11373.0,35359.0,98.0,121.6
1784444955.7105298,Maxim9012,Windows,5.0,21.3,59.3,1.1,299,148,2,5185,3083,209,85,53,43,41,38,14701.2,46734.6,117.6,142.6
1784444982.582888,Maxim9012,Windows,5.0,21.0,59.4,1.1,300,148,4,5173,3061,206,84,53,42,41,38,10220.2,30020.8,92.8,114.6
1784445009.1396427,Maxim9012,Windows,5.0,19.7,58.4,1.1,296,143,1,5094,3019,221,90,53,43,41,38,25936.6,71806.4,157.6,192.2
1784445035.6285555,Maxim9012,Windows,5.0,26.3,60.1,1.1,302,149,6,5204,3082,219,88,53,45,41,38,16429.4,41875.6,114.8,144.4
1784445062.28037,Maxim9012,Windows,5.0,19.3,58.7,1.1,295,142,0,5043,3018,223,85,53,44,41,38,12787.8,44948.8,107.6,137.6
1784445088.1068892,Maxim9012,Windows,5.0,22.3,59.9,1.1,300,147,5,5103,3073,216,86,53,43,41,38,10612.4,33692.6,92.6,115.6
1784445114.9332044,Maxim9012,Windows,5.0,21.9,59.4,1.1,295,142,0,5039,3018,218,87,53,45,41,38,12091.6,33368.6,102.6,120.4
1784445140.734976,Maxim9012,Windows,5.0,20.3,58.2,1.1,295,142,0,5039,3028,213,87,53,43,41,38,11151.6,33522.6,100.2,122.8
1784445166.8771272,Maxim9012,Windows,5.0,23.7,59.5,1.1,297,143,2,5033,3037,212,87,53,42,41,38,9290.4,39078.6,92.8,127.2
1784445192.9149153,Maxim9012,Windows,5.0,20.2,58.2,1.1,296,142,0,5000,3018,207,88,53,42,42,39,14536.0,46301.4,115.0,140.4
1784445219.2913158,Maxim9012,Windows,5.0,24.4,59.5,1.1,299,145,3,5056,3055,204,84,53,40,42,39,10135.8,35038.8,96.6,119.4
1784445245.4430418,Maxim9012,Windows,5.0,19.9,58.2,1.1,294,142,0,4990,3018,204,83,53,40,42,39,11166.2,35456.2,97.6,117.0
1784445271.1489124,Maxim9012,Windows,5.0,23.1,59.7,1.1,300,148,6,5113,3082,201,84,53,40,41,38,46197.0,36862.4,184.8,128.6
1784445297.7451255,Maxim9012,Windows,5.0,20.8,59.3,1.1,294,142,0,4986,3018,204,86,53,42,41,38,41721.4,44785.4,170.4,132.4
1784445323.4928849,Maxim9012,Windows,5.0,20.6,58.4,1.1,297,143,3,5070,3031,205,86,53,41,41,38,28380.6,74056.4,159.2,195.6
1784445350.127194,Maxim9012,Windows,5.0,26.1,59.7,1.1,298,144,1,5065,3040,208,88,53,43,41,38,12150.6,41618.4,100.2,127.4
1784445376.21247,Maxim9012,Windows,5.0,20.2,58.4,1.1,296,142,0,5035,3018,209,89,53,44,41,38,13569.0,39498.8,101.6,126.2
1784445402.4180794,Maxim9012,Windows,5.0,24.1,59.6,1.1,298,144,2,5069,3046,210,89,53,43,41,38,10727.4,36722.6,99.2,119.0
1784445428.6545541,Maxim9012,Windows,5.0,21.4,58.4,1.1,296,142,0,5008,3018,211,89,53,44,41,38,12127.4,36745.6,106.0,131.8
1784445454.6985838,Maxim9012,Windows,5.0,23.0,59.4,1.1,302,147,6,5104,3073,214,89,53,46,44,41,11589.8,37408.6,102.6,125.8
1784445481.3015203,Maxim9012,Windows,5.0,22.1,58.2,1.1,297,142,0,5005,3018,255,89,53,49,66,63,23422.4,67428.4,162.0,184.4
1784445507.9134452,Maxim9012,Windows,5.0,26.0,59.6,1.1,302,147,5,5107,3073,254,87,53,49,66,63,13074.0,38733.6,106.0,132.2
1784445534.4148214,Maxim9012,Windows,5.0,20.1,59.2,1.1,298,144,0,5037,3046,254,85,53,49,67,64,11980.4,40074.2,104.4,129.8
1784445560.6648922,Maxim9012,Windows,5.0,21.2,59.3,1.1,301,148,4,5119,3082,256,89,53,48,67,64,13492.4,42962.4,112.2,137.0
1784445587.3072124,Maxim9012,Windows,5.0,20.1,59.3,1.1,295,142,0,4987,3028,235,88,53,46,55,52,9399.2,30333.6,89.6,108.0
1784445613.0667038,Maxim9012,Windows,5.0,19.9,58.2,1.1,293,142,0,4973,3018,222,92,53,46,42,39,27138.8,70869.4,161.2,194.0
1784445639.293776,Maxim9012,Windows,5.0,24.3,60.0,1.1,297,146,4,5088,3064,215,87,53,41,42,39,15169.4,38432.2,108.0,132.0
1784445665.65851,Maxim9012,Windows,5.0,21.2,58.6,1.1,293,142,0,4991,3018,217,83,53,42,43,40,11516.8,42174.2,102.2,127.8
1784445691.3757641,Maxim9012,Windows,5.0,23.3,60.0,1.1,298,147,5,5088,3073,214,84,53,42,41,38,12376.0,44155.4,100.6,119.2
1784445717.6306355,Maxim9012,Windows,5.0,19.5,59.6,1.1,293,142,0,5033,3018,211,84,53,40,41,38,9309.6,34164.2,88.0,112.0
1784445743.3344836,Maxim9012,Windows,5.0,20.5,58.6,1.1,293,142,0,5026,3028,208,84,53,40,41,38,11582.2,33584.2,98.4,120.2
1784445769.6366074,Maxim9012,Windows,5.0,23.4,59.8,1.1,294,142,1,5015,3028,209,83,53,41,41,38,11207.2,42123.6,96.0,125.2
1784445795.6031785,Maxim9012,Windows,5.0,21.4,58.5,1.1,294,142,0,5004,3018,202,82,53,40,41,38,12724.2,40614.6,104.2,133.4
1784445821.8100343,Maxim9012,Windows,5.0,24.0,59.8,1.1,295,143,1,5003,3037,203,83,53,41,42,39,12347.6,39122.6,100.0,120.4
1784445847.81476,Maxim9012,Windows,5.0,20.2,58.6,1.1,293,142,0,4992,3018,206,82,53,40,43,40,11432.0,34960.8,96.6,121.4
1784445873.873252,Maxim9012,Windows,5.0,25.3,60.2,1.1,305,151,12,5275,3087,202,74,53,41,40,37,13485.4,47268.8,108.4,138.6
1784445900.99914,Maxim9012,Windows,5.0,20.7,58.8,1.1,298,145,0,5141,3023,203,74,53,41,40,37,13017.0,38491.8,100.2,124.6
1784445927.161393,Maxim9012,Windows,5.0,20.2,58.7,1.1,296,143,0,5110,3028,216,82,53,42,42,39,24197.8,65154.6,146.2,175.8
1784445953.7430592,Maxim9012,Windows,5.0,24.3,59.9,1.1,295,142,0,5070,3018,220,83,53,43,42,39,13638.2,38370.0,103.8,125.6
1784445979.7167206,Maxim9012,Windows,5.0,21.1,58.6,1.1,295,142,0,5012,3028,219,84,53,44,42,39,12783.8,38251.0,97.2,120.6
1784446005.8383589,Maxim9012,Windows,5.0,24.7,59.8,1.1,295,142,0,5015,3028,211,84,53,40,41,38,10087.4,30849.8,88.4,108.6
1784446031.7230885,Maxim9012,Windows,5.0,19.6,58.6,1.1,295,142,0,5012,3018,207,83,53,39,41,38,12189.6,38130.2,101.4,124.6
1784446058.0244484,Maxim9012,Windows,5.0,24.2,58.9,1.1,299,145,4,5078,3055,204,82,53,38,41,38,9401.8,36775.6,90.2,120.8
1784446084.3585424,Maxim9012,Windows,5.0,21.0,57.8,1.1,296,142,0,4994,3018,212,86,53,41,41,38,21399.4,37628.0,108.8,129.0
1784446110.0945733,Maxim9012,Windows,5.0,22.5,59.0,1.1,301,147,5,5099,3073,209,85,53,38,41,38,9504.0,32800.0,90.2,107.4
1784446136.6106074,Maxim9012,Windows,5.0,20.3,59.0,1.1,295,142,0,4987,3028,213,86,53,39,41,38,11867.0,41032.4,100.0,127.4
1784446163.0568824,Maxim9012,Windows,5.0,24.5,59.2,1.1,300,148,6,5142,3082,212,88,53,41,41,38,15077.8,38223.0,108.6,131.0
1784446189.5529544,Maxim9012,Windows,5.0,20.4,58.9,1.1,295,143,0,5015,3037,211,85,53,40,41,38,9540.2,33036.0,87.4,106.2
1784446215.473504,Maxim9012,Windows,5.0,20.3,57.9,1.1,294,142,0,5011,3018,222,92,53,44,41,38,33536.8,81798.4,179.6,216.4
1784446241.9205961,Maxim9012,Windows,5.0,26.7,60.1,1.1,298,144,4,5069,3037,218,89,53,45,41,38,14217.8,33575.2,98.4,120.8
1784446268.0204065,Maxim9012,Windows,5.0,20.8,58.7,1.1,296,142,0,5011,3018,224,89,53,43,42,39,12802.2,48968.2,104.2,131.4
1784446294.1279182,Maxim9012,Windows,5.0,24.6,60.0,1.1,299,147,5,5084,3073,221,90,53,45,41,38,11315.0,37731.6,95.4,117.0
1784446320.713423,Maxim9012,Windows,5.0,21.1,58.7,1.1,294,142,0,5010,3018,217,90,53,44,41,38,12050.4,37668.2,96.6,123.2
1784446346.535066,Maxim9012,Windows,5.0,20.4,58.7,1.1,294,142,0,5001,3028,215,88,53,44,41,38,11720.0,37257.8,102.6,121.8
1784446372.9206326,Maxim9012,Windows,5.0,23.8,59.9,1.1,295,142,1,4998,3018,215,87,53,45,41,38,10424.6,37511.6,94.0,117.8
1784446398.8391418,Maxim9012,Windows,5.0,21.9,58.8,1.1,297,142,2,5047,3028,214,88,53,46,42,39,15652.2,47292.4,114.4,135.4
1784446425.1870766,Maxim9012,Windows,5.0,24.6,60.1,1.1,298,143,1,5045,3037,210,84,53,43,42,39,11081.6,36368.6,94.4,113.8
1784446451.4433775,Maxim9012,Windows,5.0,23.0,59.5,1.1,298,143,1,5041,3032,210,86,53,45,43,40,15904.0,45252.4,114.6,139.4
1784446477.7039502,Maxim9012,Windows,5.0,22.5,60.0,1.1,298,145,2,5068,3055,213,87,53,45,43,40,10791.8,38426.8,95.0,121.6
1784446504.0040154,Maxim9012,Windows,5.0,20.5,59.3,1.1,295,142,0,4997,3023,211,85,53,44,42,39,15921.0,42017.2,111.4,133.2
1784446529.9512258,Maxim9012,Windows,5.0,22.9,60.1,1.1,300,147,5,5053,3073,212,85,53,44,42,39,23905.6,63574.4,136.0,165.6
1784446556.4987612,Maxim9012,Windows,5.0,22.5,60.0,1.1,293,142,0,4978,3018,210,83,53,43,42,39,10101.2,32917.8,89.6,103.2
1784446582.214053,Maxim9012,Windows,5.0,20.1,58.8,1.1,293,142,0,4971,3028,207,84,53,43,42,39,12880.2,37235.6,93.8,121.2
1784446608.376107,Maxim9012,Windows,5.0,23.8,60.0,1.1,294,143,1,4990,3037,206,84,53,43,42,39,10991.4,38271.8,95.0,120.2
1784446634.33284,Maxim9012,Windows,5.0,20.3,58.9,1.1,293,142,0,4972,3018,203,84,53,42,42,39,11302.4,37585.8,97.6,118.8
1784446660.46412,Maxim9012,Windows,5.0,23.8,59.8,1.1,297,145,4,5038,3055,202,83,53,41,42,39,9458.4,30882.0,88.0,108.2
1784446686.613022,Maxim9012,Windows,5.0,21.0,58.5,1.1,294,142,0,4977,3018,203,83,53,42,42,39,9900.4,32825.0,85.6,109.2
1784446712.192411,Maxim9012,Windows,5.0,23.4,60.1,1.1,301,147,7,5104,3073,201,80,53,39,42,39,11579.0,36788.4,98.4,118.4
1784446738.6103177,Maxim9012,Windows,5.0,21.2,59.5,1.1,295,142,0,4989,3028,212,83,53,44,43,40,15692.2,40024.6,106.6,132.2
1784446764.8365836,Maxim9012,Windows,5.0,22.9,60.0,1.1,301,148,6,5113,3082,211,84,53,43,42,39,15091.2,54016.4,113.6,142.6
1784446791.5949247,Maxim9012,Windows,5.0,21.5,59.9,1.1,299,145,4,5154,3023,213,84,53,46,43,40,10513.2,38211.8,94.8,119.4
1784446817.9436831,Maxim9012,Windows,5.0,21.6,58.5,1.1,297,144,1,5134,3033,227,91,53,48,42,39,31812.2,77546.8,173.2,206.8
1784446844.846031,Maxim9012,Windows,5.0,29.8,60.2,1.1,300,146,5,5211,3053,219,90,53,46,42,39,12692.6,34348.2,102.6,120.6
1784446871.2378225,Maxim9012,Windows,5.0,19.9,58.8,1.1,298,144,0,5118,3025,226,89,53,48,43,40,14223.0,50108.8,113.6,144.8
1784446897.7522056,Maxim9012,Windows,5.0,23.7,60.1,1.1,300,146,3,5118,3058,226,88,53,48,42,39,10012.6,32265.2,91.2,110.6
1784446924.109861,Maxim9012,Windows,5.0,19.6,58.8,1.1,296,142,0,5083,3019,226,89,53,48,42,39,11025.2,37223.8,95.6,120.0
1784446950.0674422,Maxim9012,Windows,5.0,24.0,60.0,1.1,302,147,6,5185,3074,221,88,53,47,42,39,10928.0,40508.4,98.6,130.6
1784446976.7440662,Maxim9012,Windows,5.0,21.3,60.0,1.1,297,142,0,5047,3019,212,86,53,45,42,39,10124.4,35038.8,95.2,119.2
1784447002.761603,Maxim9012,Windows,5.0,22.0,59.0,1.1,297,142,0,5114,3029,208,84,53,41,43,40,13632.8,49916.8,111.8,140.6
1784447029.1488347,Maxim9012,Windows,5.0,24.0,60.2,1.1,297,142,0,5074,3029,206,83,53,39,42,39,10418.2,29275.6,90.4,107.6
1784447054.9258854,Maxim9012,Windows,5.0,20.0,59.0,1.1,296,142,0,5026,3019,210,86,53,43,42,39,14668.6,42701.0,112.6,136.0
1784447081.3593206,Maxim9012,Windows,5.0,24.5,59.8,1.1,299,145,3,5054,3056,211,87,53,44,43,40,10227.2,35111.0,91.0,112.6
1784447107.6374583,Maxim9012,Windows,5.0,19.9,58.5,1.1,296,142,0,4992,3019,218,83,53,46,43,40,15964.4,38953.2,117.2,138.4
1784447133.6784694,Maxim9012,Windows,5.0,23.8,59.9,1.1,300,147,5,5070,3074,213,85,53,46,42,39,21929.4,66489.2,130.0,163.0
1784447160.2229316,Maxim9012,Windows,5.0,20.8,58.6,1.1,295,142,0,5006,3019,214,86,53,46,41,38,12751.4,36811.0,98.6,115.2
1784447185.932597,Maxim9012,Windows,5.0,20.1,58.6,1.1,295,142,0,5012,3029,214,84,53,48,41,38,12852.0,36930.6,103.8,124.0
1784447212.3593595,Maxim9012,Windows,5.0,23.8,59.8,1.1,294,142,0,4996,3019,210,83,53,46,41,38,10754.4,38313.8,96.2,116.4
1784447238.2271192,Maxim9012,Windows,5.0,20.0,58.6,1.1,294,142,0,4975,3029,204,83,53,43,41,38,11707.4,35154.2,98.8,121.2
1784447264.5304062,Maxim9012,Windows,5.0,24.0,59.5,1.1,297,144,3,5014,3038,204,82,53,44,41,38,9482.2,37152.8,88.2,111.0
1784447290.7017918,Maxim9012,Windows,5.0,20.7,58.3,1.1,295,142,0,4967,3019,209,82,53,44,41,38,13504.2,36700.2,105.2,131.8
1784447316.962506,Maxim9012,Windows,5.0,24.4,59.8,1.1,301,146,6,5098,3056,230,83,53,47,54,51,16412.0,53842.8,129.0,148.6
1784447343.752375,Maxim9012,Windows,5.0,25.8,60.0,1.1,302,148,6,5112,3084,249,84,53,47,66,63,17317.6,49078.8,124.6,146.2
1784447370.6662593,Maxim9012,Windows,5.0,21.9,59.8,1.1,302,148,0,5119,3084,245,82,53,43,66,63,10183.8,34105.2,93.6,113.4
1784447397.4908826,Maxim9012,Windows,5.0,21.8,59.3,1.1,298,144,3,5018,3020,246,81,53,44,66,63,12602.6,39232.6,100.2,126.2
1784447423.533814,Maxim9012,Windows,5.0,19.6,58.5,1.1,294,142,0,4982,3030,246,83,53,45,66,63,26989.2,73164.8,152.2,185.0
1784447450.00409,Maxim9012,Windows,5.0,25.1,60.0,1.1,295,143,1,5008,3039,210,85,53,43,41,38,12227.0,34363.4,96.6,116.6
1784447476.0952802,Maxim9012,Windows,5.0,21.1,58.6,1.1,294,142,0,4981,3020,212,84,53,41,41,38,14204.4,45990.2,114.8,141.4
1784447502.3905067,Maxim9012,Windows,5.0,23.4,59.9,1.1,296,144,2,5056,3048,214,87,53,44,41,38,12042.8,37036.2,96.6,118.2
1784447528.647563,Maxim9012,Windows,5.0,21.0,58.7,1.1,294,142,0,4999,3020,217,87,53,45,41,38,12014.4,37423.4,98.4,124.6
1784447554.9319468,Maxim9012,Windows,5.0,24.4,60.1,1.1,303,148,9,5178,3084,223,94,53,47,41,38,14501.4,81704.6,126.2,163.2
1784447581.6745532,Maxim9012,Windows,5.0,20.6,58.8,1.1,296,142,0,5069,3020,220,92,53,46,41,38,9049.4,34887.2,87.0,110.8
1784447607.7182655,Maxim9012,Windows,5.0,21.6,59.8,1.1,301,147,5,5186,3075,215,91,53,45,41,38,11444.4,39535.6,97.8,122.2
1784447634.7586222,Maxim9012,Windows,5.0,22.5,60.2,1.1,296,142,0,5028,3020,209,86,53,42,41,38,10009.4,36587.0,91.4,114.4
1784447660.8207963,Maxim9012,Windows,5.0,21.3,58.9,1.1,295,142,0,5017,3030,206,83,53,42,41,38,16352.4,53982.4,117.6,147.8
1784447687.3832395,Maxim9012,Windows,5.0,24.7,60.3,1.1,299,146,5,5151,3044,202,74,53,40,39,36,9328.6,38376.6,92.4,117.4
1784447713.7603211,Maxim9012,Windows,5.0,20.5,58.9,1.1,298,145,0,5114,3025,215,80,53,41,42,39,24645.0,72738.0,151.8,183.2
1784447740.4546418,Maxim9012,Windows,5.0,25.0,60.2,1.1,297,144,1,5096,3039,226,86,53,45,42,39,19945.8,41176.8,115.6,139.4
1784447766.6791093,Maxim9012,Windows,5.0,20.6,59.0,1.1,295,142,0,5039,3020,226,87,53,46,43,40,10583.2,32328.0,90.0,109.6
1784447792.4938982,Maxim9012,Windows,5.0,24.4,60.3,1.1,300,147,5,5108,3075,214,86,53,43,41,38,13565.8,39826.6,102.0,128.0
1784447818.984833,Maxim9012,Windows,5.0,20.4,59.7,1.1,295,142,0,5021,3020,218,86,53,44,41,38,13194.4,39621.8,105.8,122.0
1784447844.8603177,Maxim9012,Windows,5.0,22.4,60.4,1.1,302,149,7,5184,3093,217,86,53,45,41,38,15219.8,41885.8,118.2,147.4
1784447871.9036753,Maxim9012,Windows,5.0,21.5,60.0,1.1,296,142,1,5078,3020,211,84,53,44,41,38,10115.6,38323.2,93.4,114.2
1784447897.9817839,Maxim9012,Windows,5.0,20.6,58.8,1.1,296,142,0,5076,3029,218,86,53,46,41,38,17313.2,37465.8,100.4,119.8
1784447924.2535753,Maxim9012,Windows,5.0,25.2,60.0,1.1,296,142,0,5063,3029,220,86,53,46,41,38,11544.4,38151.8,96.0,120.4
1784447950.4869473,Maxim9012,Windows,5.0,23.7,60.2,1.1,301,148,6,5157,3083,218,87,53,48,42,39,13191.0,36037.6,101.2,124.4
1784447977.0008316,Maxim9012,Windows,5.0,19.8,59.9,1.1,298,146,0,5085,3065,215,85,53,45,41,38,9609.8,34038.8,93.0,116.2
1784448003.3956954,Maxim9012,Windows,5.0,20.4,58.8,1.1,294,142,0,4991,3019,215,85,53,47,42,39,16300.6,41767.6,111.6,133.4
1784448029.0163,Maxim9012,Windows,5.0,21.6,60.4,1.1,300,148,6,5117,3083,223,90,53,48,41,38,25087.6,69776.6,149.0,176.0
1784448055.855834,Maxim9012,Windows,5.0,22.7,60.3,1.1,296,142,2,5004,3019,220,88,53,47,41,38,10969.2,36168.0,97.0,122.8
1784448081.8761494,Maxim9012,Windows,5.0,20.8,59.1,1.1,296,142,0,5043,3029,226,91,53,50,42,39,18637.0,60048.8,132.6,162.4
1784448108.910634,Maxim9012,Windows,5.0,29.0,59.6,1.1,294,142,0,5072,3029,221,89,53,48,41,38,10737.8,33576.8,99.2,122.0
1784448134.9318159,Maxim9012,Windows,5.0,21.3,58.4,1.1,294,142,0,5052,3019,217,89,53,48,41,38,11508.8,37719.6,101.2,124.4
1784448161.313623,Maxim9012,Windows,5.0,24.6,59.8,1.1,295,142,1,5046,3029,215,88,53,47,41,38,10497.2,34917.0,97.8,119.0
1784448187.4902537,Maxim9012,Windows,5.0,20.7,58.5,1.1,297,142,2,5050,3019,220,89,53,47,42,39,12070.0,41455.2,107.4,130.4
1784448213.5883846,Maxim9012,Windows,5.0,23.4,59.8,1.1,302,147,5,5177,3074,212,86,53,44,41,38,10609.2,35754.8,98.4,119.0
1784448240.123604,Maxim9012,Windows,5.0,19.7,58.6,1.1,297,142,0,5037,3019,215,87,53,46,42,39,12512.4,39537.2,106.8,126.0
1784448266.2211645,Maxim9012,Windows,5.0,22.2,58.5,1.1,295,142,0,5027,3029,211,86,53,43,42,39,12125.8,34298.0,104.0,127.6
1784448292.5894303,Maxim9012,Windows,5.0,23.3,59.8,1.1,295,142,0,5024,3019,211,86,53,44,42,39,13175.6,40112.2,100.6,128.8
1784448318.6835122,Maxim9012,Windows,5.0,22.8,59.0,1.1,299,143,4,5075,3031,209,82,53,45,42,39,26321.8,69425.6,154.2,188.2
1784448345.1114476,Maxim9012,Windows,5.0,23.3,60.3,1.1,296,143,1,5068,3038,213,87,53,47,43,40,12396.2,38368.4,103.4,125.4
1784448371.1862326,Maxim9012,Windows,5.0,21.0,59.0,1.1,295,142,0,5048,3019,210,86,53,46,42,39,12835.8,38514.0,107.8,133.0
1784448397.4135365,Maxim9012,Windows,5.0,24.3,60.3,1.1,299,146,4,5125,3065,213,88,53,49,42,39,12103.2,37931.0,100.4,122.8
1784448423.7586384,Maxim9012,Windows,5.0,20.3,59.0,1.1,295,142,0,5024,3019,209,86,53,45,41,38,10504.4,35550.0,92.0,119.2
1784448449.3559322,Maxim9012,Windows,5.0,23.2,60.4,1.1,301,147,6,5086,3074,207,85,53,44,41,38,11629.0,34594.2,100.6,122.8
1784448475.8829463,Maxim9012,Windows,5.0,20.1,59.9,1.1,295,142,0,4998,3019,208,85,53,45,41,38,10095.4,31944.2,90.8,108.8
1784448501.7049992,Maxim9012,Windows,5.0,19.8,58.7,1.1,295,142,0,4981,3029,210,86,53,45,42,39,10493.8,38157.2,97.0,125.4
1784448527.8479605,Maxim9012,Windows,5.0,23.4,59.9,1.1,295,143,1,5004,3038,211,86,53,45,42,39,12032.2,41133.0,103.6,128.0
1784448554.345077,Maxim9012,Windows,5.0,24.0,60.1,1.1,300,148,6,5100,3083,211,88,53,46,42,39,13786.8,39176.0,113.4,131.4
1784448581.0337818,Maxim9012,Windows,5.0,21.7,59.8,1.1,299,147,3,5142,3052,208,85,53,44,41,38,12247.0,46113.4,106.0,133.0
1784448607.423322,Maxim9012,Windows,5.0,19.9,58.8,1.1,298,145,1,5118,3024,219,89,53,45,42,39,21142.8,47702.4,135.8,164.6
1784448634.0169783,Maxim9012,Windows,5.0,25.0,60.4,1.1,303,150,7,5221,3092,214,89,53,46,41,38,18293.8,61824.0,126.0,157.6
1784448660.9768703,Maxim9012,Windows,5.0,21.6,59.2,1.1,295,142,0,5048,3019,219,88,53,46,41,38,14372.2,47557.2,110.6,138.2
1784448686.8821843,Maxim9012,Windows,5.0,19.7,59.1,1.1,295,142,0,5053,3029,215,88,53,46,41,38,12297.6,35038.8,103.0,126.6
1784448713.2623966,Maxim9012,Windows,5.0,26.2,60.3,1.1,295,142,0,5049,3019,217,90,53,48,41,38,11703.6,46026.8,100.8,129.2
1784448739.2353876,Maxim9012,Windows,5.0,20.3,59.1,1.1,295,142,0,5050,3029,218,91,53,48,41,38,14105.8,42203.2,114.4,143.8
1784448765.550612,Maxim9012,Windows,5.0,23.8,60.4,1.1,297,143,2,5079,3038,216,89,53,46,41,38,11103.4,33860.2,100.4,117.8
1784448791.6855173,Maxim9012,Windows,5.0,20.8,59.1,1.1,296,142,0,4997,3019,212,88,53,45,41,38,12233.8,39250.0,104.8,134.8
1784448818.1084888,Maxim9012,Windows,5.0,24.1,60.4,1.1,299,145,3,5103,3056,210,87,53,43,41,38,10031.2,36040.4,100.6,122.2
1784448844.5068805,Maxim9012,Windows,5.0,20.7,59.2,1.1,296,142,0,5021,3019,208,86,53,43,41,38,10937.0,37732.0,98.4,121.0
1784448870.345347,Maxim9012,Windows,5.0,22.4,60.6,1.1,301,149,7,5151,3092,209,88,53,44,41,38,15959.8,38738.4,113.6,137.6
1784448897.2347012,Maxim9012,Windows,5.0,21.0,60.5,1.1,294,142,0,5011,3019,211,89,53,44,41,38,12028.4,36230.4,101.8,126.2
1784448923.2694883,Maxim9012,Windows,5.0,23.1,59.9,1.1,297,142,3,5086,3029,210,87,53,44,41,38,23754.4,65035.8,141.6,167.0
1784448949.7599301,Maxim9012,Windows,5.0,23.2,61.0,1.1,297,142,0,5071,3030,212,90,53,46,41,38,13894.6,41438.6,108.2,133.6
1784448975.8903856,Maxim9012,Windows,5.0,22.9,59.5,1.1,297,142,0,5068,3020,213,90,53,48,42,39,12853.0,38665.4,105.2,126.8
1784449002.2269428,Maxim9012,Windows,5.0,24.1,60.7,1.1,298,143,1,5072,3039,216,91,53,50,42,39,10633.8,36019.6,95.2,119.4
1784449028.3029006,Maxim9012,Windows,5.0,19.9,59.4,1.1,295,142,0,5046,3020,216,91,53,50,43,40,12305.4,34342.0,104.0,123.0
1784449054.4763362,Maxim9012,Windows,5.0,24.0,60.4,1.1,301,147,6,5124,3075,214,88,53,49,41,38,10168.2,33699.8,95.2,114.2
1784449080.886508,Maxim9012,Windows,5.0,19.6,59.1,1.1,296,142,0,5001,3020,214,88,53,48,41,38,11791.4,37190.0,98.6,121.2
1784449106.6153286,Maxim9012,Windows,5.0,20.3,59.1,1.1,296,142,0,4990,3030,211,84,53,46,41,38,12275.2,37071.0,108.4,132.0
1784449132.9125104,Maxim9012,Windows,5.0,23.5,60.3,1.1,295,142,0,4989,3020,215,85,53,48,41,38,11101.4,35252.2,98.0,119.8
1784449159.2012334,Maxim9012,Windows,5.0,23.5,60.4,1.1,301,148,6,5135,3084,229,92,53,52,49,46,17977.4,48339.2,126.4,149.8
1784449185.9453607,Maxim9012,Windows,5.0,22.8,60.2,1.1,295,143,0,5020,3039,251,88,53,48,66,63,16192.0,55137.2,127.0,144.6
1784449212.2022734,Maxim9012,Windows,5.0,21.6,59.2,1.1,293,142,0,5001,3020,262,91,53,53,67,64,23858.6,73517.8,151.8,169.8
1784449238.3590689,Maxim9012,Windows,5.0,24.1,60.5,1.1,297,146,4,5059,3066,255,88,53,50,66,63,19632.2,45525.0,130.8,148.8
